
Gyro: x, y, z Accel: x, y, z, time
16.4198473282, -0.641221374046, 1.26717557252, -0.431396484375, -0.025390625, -0.975830078125, -1.36325366495, 23.8421687122, 1499816607.26
16.3129770992, -0.290076335878, 1.22900763359, -0.43310546875, -0.037841796875, -0.97509765625, -2.03126104879, 23.9331872464, 1499816607.77
17.7709923664, -0.954198473282, 2.08396946565, -0.454345703125, -0.0322265625, -0.9833984375, -1.70398802044, 24.785981947, 1499816608.28
16.1374045802, -0.473282442748, 1.30534351145, -0.445068359375, -0.030517578125, -0.974609375, -1.63152578709, 24.5338345801, 1499816608.79
16.4122137405, -0.69465648855, 1.09923664122, -0.451171875, -0.0283203125, -0.983154296875, -1.49968829296, 24.6414982794, 1499816609.3
16.1450381679, -0.488549618321, 1.29007633588, -0.434326171875, -0.02783203125, -0.977294921875, -1.49075060371, 23.9525428872, 1499816609.81
18.1450381679, -3.39694656489, 0.0, -0.42578125, -0.038818359375, -0.97412109375, -2.09116814553, 23.5931117194, 1499816610.31
16.3816793893, -0.36641221374, 1.52671755725, -0.427490234375, -0.023193359375, -0.979736328125, -1.24298279299, 23.5672971244, 1499816610.82
16.1603053435, -0.328244274809, 1.14503816794, -0.431884765625, -0.02294921875, -0.979248046875, -1.22838837109, 23.7934539278, 1499816611.33
16.4198473282, -0.641221374046, 1.3358778626, -0.428955078125, -0.023681640625, -0.9755859375, -1.27296857547, 23.7283798343, 1499816611.84
16.2977099237, -0.480916030534, 1.21374045802, -0.431640625, -0.029541015625, -0.975830078125, -1.58584069974, 23.8516213092, 1499816612.35
16.1679389313, -0.687022900763, 1.36641221374, -0.426513671875, -0.029296875, -0.98779296875, -1.55972562956, 23.3447714984, 1499816612.86
16.2519083969, -0.435114503817, 1.31297709924, -0.42626953125, -0.02880859375, -0.970947265625, -1.55621251092, 23.6933684354, 1499816613.37
16.1145038168, -0.480916030534, 1.14503816794, -0.43115234375, -0.029541015625, -0.97705078125, -1.58447635499, 23.8012110769, 1499816613.87
16.4580152672, -0.63358778626, 1.32824427481, -0.43017578125, -0.0439453125, -0.95947265625, -2.39318268957, 24.1264874696, 1499816614.38
